experiment,backbone,variant,n_train,seed,fold,domain,kind,stage,component,mediator,head,lr,alpha,criterion,score,lower_is_better,selected,rank,n_candidates,tie_size,edge,at_grid_edge,margin,n_val_scored,n_val_kind,n_val_users,note
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,emotion,,,1000000.0,val_mse,0.7307664169040285,True,0,12,17,1,,0,0.0012861305489462183,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,diagnostic,stage1,stage1_ridge,emotion,,,,mediator_width,7.0,,1,1,1,1,,0,,,,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,0.01,val_mse,1.1847132545395211,True,0,17,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,0.03162277660168379,val_mse,1.1840296349963775,True,0,16,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,0.1,val_mse,1.1819540546292715,True,0,15,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,0.31622776601683794,val_mse,1.1756163058187297,True,0,14,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,1.0,val_mse,1.1572983483191643,True,0,13,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,3.1622776601683795,val_mse,1.11219956285198,True,0,12,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,10.0,val_mse,1.031616144970523,True,0,11,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,31.622776601683793,val_mse,0.9387891290106828,True,0,10,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,100.0,val_mse,0.8652018530607339,True,0,9,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,316.22776601683796,val_mse,0.8187976432928279,True,0,8,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,1000.0,val_mse,0.7940064936253809,True,0,7,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,3162.2776601683795,val_mse,0.7827514142891406,True,0,6,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,10000.0,val_mse,0.7778444504006047,True,0,5,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,31622.776601683792,val_mse,0.7754120136891675,True,0,2,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,100000.0,val_mse,0.7750601784521421,True,1,1,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,316227.7660168379,val_mse,0.7762120631034308,True,0,3,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_ridge,shuffled,,,1000000.0,val_mse,0.77757033233074,True,0,4,17,1,,0,0.00035183523702531083,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,diagnostic,stage1,stage1_ridge,shuffled,,,,mediator_width,7.0,,1,1,1,1,,0,,,,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.0001,0.0,val_mse,0.8467201525412933,True,0,6,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.0003,0.0,val_mse,0.8006059885348396,True,0,5,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.001,0.0,val_mse,0.7090279455798288,True,0,3,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.003,0.0,val_mse,0.6606810778292543,True,1,1,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.01,0.0,val_mse,0.689376245843585,True,0,2,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.03,0.0,val_mse,0.7277852312629752,True,0,4,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.1,0.0,val_mse,1.0033534822917904,True,0,7,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,0.3,0.0,val_mse,4.648339695232838,True,0,9,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,1.0,0.0,val_mse,4.36746740694057,True,0,8,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,3.0,0.0,val_mse,142.70084100806386,True,0,10,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_mlp,emotion_mlp,,10.0,0.0,val_mse,444.63689694539175,True,0,11,11,1,,0,0.028695168014330696,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,diagnostic,stage1,stage1_mlp,emotion_mlp,,0.003,0.0,n_iter,500.0,,1,1,1,1,,0,,,,,max_iter=500
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.0001,0.0,val_joint_loss,0.8945870757518077,True,0,4,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.0003,0.0,val_joint_loss,0.7944598302662801,True,0,2,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.001,0.0,val_joint_loss,0.722278261093127,True,1,1,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.003,0.0,val_joint_loss,0.8381692837026006,True,0,3,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.01,0.0,val_joint_loss,0.9092570725013248,True,0,5,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.03,0.0,val_joint_loss,1.8233317591050742,True,0,6,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.1,0.0,val_joint_loss,22.81412474794544,True,0,7,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,0.3,0.0,val_joint_loss,836.8609918528535,True,0,8,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,1.0,0.0,val_joint_loss,212899.38375769058,True,0,9,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,3.0,0.0,val_joint_loss,4332369.41291643,True,0,10,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,stage1,stage1_joint,emotion_joint,,10.0,0.0,val_joint_loss,8810481086.978308,True,0,11,11,1,,0,0.0721815691731531,235.0,images,,score_weight=1.0
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.0001,0.0,val_mse,0.8577178835993796,True,0,6,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.0003,0.0,val_mse,0.7387916730599908,True,0,4,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.001,0.0,val_mse,0.6381205998500129,True,0,3,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.003,0.0,val_mse,0.6167607597685639,True,1,1,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.01,0.0,val_mse,0.6375904874413613,True,0,2,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.03,0.0,val_mse,0.7434907704482809,True,0,5,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.1,0.0,val_mse,0.9702170274128579,True,0,7,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,0.3,0.0,val_mse,1.3766368421182054,True,0,8,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,1.0,0.0,val_mse,1.6757102763883986,True,0,9,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,3.0,0.0,val_mse,6.628179547555802,True,0,10,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_mlp,,mlp,10.0,0.0,val_mse,2951.520765843422,True,0,11,11,1,,0,0.020829727672797338,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,0.01,val_mse,0.7163709611742652,True,0,16,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,0.03162277660168379,val_mse,0.7159337354654306,True,0,15,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,0.1,val_mse,0.714634317690856,True,0,14,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,0.31622776601683794,val_mse,0.7106749844649931,True,0,13,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,1.0,val_mse,0.6990279838439755,True,0,12,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,3.1622776601683795,val_mse,0.6699621190945718,True,0,11,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,10.0,val_mse,0.6173267223548723,True,0,9,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,31.622776601683793,val_mse,0.5571977922957282,True,0,7,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,100.0,val_mse,0.514886386941314,True,0,5,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,316.22776601683796,val_mse,0.49395643911232673,True,0,3,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,1000.0,val_mse,0.4864985580585971,True,1,1,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,3162.2776601683795,val_mse,0.48999827893127157,True,0,2,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,10000.0,val_mse,0.5063505396046472,True,0,4,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,31622.776601683792,val_mse,0.5378235814338778,True,0,6,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,100000.0,val_mse,0.5820483704057068,True,0,8,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,316227.7660168379,val_mse,0.641589489891161,True,0,10,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,population_head,giaa_ridge,,ridge,,1000000.0,val_mse,0.7301945484719918,True,0,17,17,1,,0,0.003499720872674472,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,0.01,val_mse,0.716373785756425,True,0,16,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,0.03162277660168379,val_mse,0.7159571114080385,True,0,15,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,0.1,val_mse,0.7146515368998969,True,0,14,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,0.31622776601683794,val_mse,0.7106394647101866,True,0,13,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,1.0,val_mse,0.6990007121605276,True,0,12,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,3.1622776601683795,val_mse,0.6700091904222203,True,0,11,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,10.0,val_mse,0.6173536102274814,True,0,9,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,31.622776601683793,val_mse,0.5571924177486093,True,0,7,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,100.0,val_mse,0.5148847968988941,True,0,5,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,316.22776601683796,val_mse,0.4939555859947003,True,0,3,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,1000.0,val_mse,0.486498267394615,True,1,1,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,3162.2776601683795,val_mse,0.48999854153015615,True,0,2,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,10000.0,val_mse,0.5063506021716311,True,0,4,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,31622.776601683792,val_mse,0.5378236235913564,True,0,6,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,100000.0,val_mse,0.5820484600752116,True,0,8,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,316227.7660168379,val_mse,0.6415895757803693,True,0,10,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,identity,,,1000000.0,val_mse,0.7301946447074297,True,0,17,17,1,,0,0.0035002741355411593,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,0.01,val_mse,0.705526730376375,True,1,1,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,0.03162277660168379,val_mse,0.7055270231176988,True,0,2,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,0.1,val_mse,0.7055279489726508,True,0,3,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,0.31622776601683794,val_mse,0.7055308780386229,True,0,4,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,1.0,val_mse,0.705540153098266,True,0,5,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,3.1622776601683795,val_mse,0.7055696083164205,True,0,6,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,10.0,val_mse,0.7056639875036957,True,0,7,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,31.622776601683793,val_mse,0.7059743047412919,True,0,8,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,100.0,val_mse,0.7070607661246727,True,0,9,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,316.22776601683796,val_mse,0.711228675436025,True,0,10,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,1000.0,val_mse,0.7268994169118226,True,0,11,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,3162.2776601683795,val_mse,0.7707996206638364,True,0,12,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,10000.0,val_mse,0.8423245392930994,True,0,13,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,31622.776601683792,val_mse,0.9018140732980289,True,0,14,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,100000.0,val_mse,0.9308075058139285,True,0,15,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,316227.7660168379,val_mse,0.9415529887789066,True,0,16,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,random,,,1000000.0,val_mse,0.9451357494485181,True,0,17,17,1,alpha:min,1,2.9274132373746653e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,0.01,val_mse,0.8171792484849958,True,1,1,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,0.03162277660168379,val_mse,0.8171799711706726,True,0,2,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,0.1,val_mse,0.8171823041691705,True,0,3,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,0.31622776601683794,val_mse,0.8171896337655881,True,0,4,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,1.0,val_mse,0.8172132319144724,True,0,5,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,3.1622776601683795,val_mse,0.8172915640971162,True,0,6,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,10.0,val_mse,0.8175735310805828,True,0,7,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,31.622776601683793,val_mse,0.8187216855118228,True,0,8,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,100.0,val_mse,0.8233830171862908,True,0,9,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,316.22776601683796,val_mse,0.8362221141879085,True,0,10,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,1000.0,val_mse,0.8544711957225688,True,0,11,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,3162.2776601683795,val_mse,0.8742602318341166,True,0,12,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,10000.0,val_mse,0.9012756629128865,True,0,13,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,31622.776601683792,val_mse,0.9262149278867282,True,0,14,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
efficiency,Qwen3-VL 8B,C,100,0,0,art,selection,anchor,pop_anchor,shuffled,,,100000.0,val_mse,0.9393205124388925,True,0,15,17,1,alpha:min,1,7.226856768571821e-07,235.0,images,,
